headlines,date,type
Liverpool vs Shrewsbury,2020-02-05,topTrendingOnSm
Spurs vs Lakers,2020-02-05,topTrendingOnSm
Kirk Douglas,2020-02-05,topTrendingOnSm
PS5,2020-02-05,topTrendingOnSm
Mark Dantonio,2020-02-05,topTrendingOnSm
Rosa Parks,2020-02-05,topTrendingOnSm
Shannen Doherty,2020-02-05,topTrendingOnSm
Trayvon Martin,2020-02-05,topTrendingOnSm
Juan Guaido,2020-02-05,topTrendingOnSm
Robert Pattinson,2020-02-05,topTrendingOnSm
Presidential Medal of Freedom,2020-02-05,topTrendingOnSm
"Golden State has agreed to trade D'Angelo Russell to Minnesota for a deal that includes Andrew Wiggins, a 2021 protected first-round pick and a 2022 second-round pick, league sources tell ESPN. Warriors will send Jacob Evans and Omari Spellman to Timberwolves too.<e2><80><94> Adrian Wojnarowski (@wojespn) ",2020-02-06,topTweets
This teacher drew a Kobe mural on his classroom white board <f0><9f><91><8f>(via jcoreyartist/Instagram) https://t.co/xB9xA8ugpk<e2><80><94> SportsCenter (@SportsCenter) ,2020-02-06,topTweets
i<e2><80><99>m addicted to TIK TOK but this is pure comedy. https://t.co/jfZgBUiqLR<e2><80><94> d <e2><98><af><ef><b8><8e> <f0><9f><8e><b8> (@desssuwu) ,2020-02-06,topTweets
Acquitted: Senate finds Trump not guilty of two articles of impeachment,2020-02-06,topNewsHeadlines
Kirk Douglas Dead at 103,2020-02-06,topNewsHeadlines
"Nancy Pelosi 'pre-ripped' pages of Trump's SOTU speech, video shows",2020-02-06,topNewsHeadlines
"BREAKING: Lawmakers File Ethics Complaint, Resolution Condemning Pelosi For Ripping Up Speech",2020-02-06,topNewsHeadlines
"Li Wenliang, Chinese doctor who sounded alarm on coronavirus, has died",2020-02-06,topNewsHeadlines
"Matt Gaetz to file ethics charges against Pelosi, force a vote in House",2020-02-06,topNewsHeadlines
Mitt Romney's Profile in Courage,2020-02-06,topNewsHeadlines
White House announces death of terror leader Qassim al-Rimi,2020-02-06,topNewsHeadlines
The 2020 Election Will Be a War of Disinformation,2020-02-06,topNewsHeadlines
Dishonest and corrupt': Trump unloads at National Prayer Breakfast after acquittal,2020-02-06,topNewsHeadlines
Finland's Women-Led Government Has Equalized Family Leave: 7 Months For Each Parent,2020-02-06,topNewsHeadlines
Global Entry,2020-02-06,topTrendingOnSm
Kirk Douglas,2020-02-06,topTrendingOnSm
Bob Marley,2020-02-06,topTrendingOnSm
Lego Masters,2020-02-06,topTrendingOnSm
Nicki Minaj,2020-02-06,topTrendingOnSm
Trayvon Martin,2020-02-06,topTrendingOnSm
Alec Burks,2020-02-06,topTrendingOnSm
Chiefs parade,2020-02-06,topTrendingOnSm
Pokemon vote,2020-02-06,topTrendingOnSm
Andre Drummond,2020-02-06,topTrendingOnSm
Miami Heat,2020-02-06,topTrendingOnSm
Tornado warning,2020-02-06,topTrendingOnSm
"Same arena. Same basket. Same dunk. 19 years apart. <f0><9f><92><9c><f0><9f><92><9b> https://t.co/fj7HRmqv3c<e2><80><94> Los Angeles Lakers (@Lakers) February 8, 2020i<e2><80><99>m addicted to TIK TOK but this is pure comedy. https://t.co/jfZgBUiqLR<e2><80><94> d <e2><98><af><ef><b8><8e> <f0><9f><8e><b8> (@desssuwu) February 6, 2020happy birthday thank u, next <f0><9f><96><a4> https://t.co/5WwNpg5gnN<e2><80><94> Ariana Grande (@ArianaGrande) February 8, 2020",2020-02-07,topTweets
Li Wenliang: Wuhan hospital announces death of whistleblower doctor,2020-02-07,topNewsHeadlines
Lt Col Vindman<e2><80><99>s twin brother was also fired and escorted from the White House: report,2020-02-07,topNewsHeadlines
Impeachment witness Vindman to leave National Security Council after Trump acquittal,2020-02-07,topNewsHeadlines
White House considering plan to dismiss Alexander Vindman: report,2020-02-07,topNewsHeadlines
"Antarctica just hit 65 degrees, its warmest temperature ever recorded",2020-02-07,topNewsHeadlines
White House announces death of terror leader Qassim al-Rimi,2020-02-07,topNewsHeadlines
BREAKING: White House Confirms Trump Has Killed Two More Top Terrorists,2020-02-07,topNewsHeadlines
The FBI Just Put White Nationalists and Neo-Nazis on the Same Threat Level as ISIS,2020-02-07,topNewsHeadlines
"On Facebook, anti-vaxxers urged a mom not to give her son Tamiflu. He later died.",2020-02-07,topNewsHeadlines
"Trump proudly displays 'Acquitted' headlines, mere feet from Pelosi at prayer breakfast",2020-02-07,topNewsHeadlines
The 2020 Election Will Be a War of Disinformation,2020-02-07,topNewsHeadlines
Spurs vs Trail Blazers,2020-02-07,topTrendingOnSm
Rockets vs Lakers,2020-02-07,topTrendingOnSm
Andrew Wiggins,2020-02-07,topTrendingOnSm
Real Madrid,2020-02-07,topTrendingOnSm
Knicks,2020-02-07,topTrendingOnSm
Clarence Thomas,2020-02-07,topTrendingOnSm
School closings,2020-02-07,topTrendingOnSm
Green Day Father Of All...,2020-02-07,topTrendingOnSm
Pangolin,2020-02-07,topTrendingOnSm
James Woods,2020-02-07,topTrendingOnSm
Timberwolves,2020-02-07,topTrendingOnSm
Alexandra Grant,2020-02-07,topTrendingOnSm
Same arena. Same basket. Same dunk. 19 years apart. <f0><9f><92><9c><f0><9f><92><9b> https://t.co/fj7HRmqv3c<e2><80><94> Los Angeles Lakers (@Lakers) ,2020-02-08,topTweets
When you realize a toddler has been quiet for 3 mins https://t.co/mWFYKyyoK1<e2><80><94> Kai The Gemini (@zakeeakardash) ,2020-02-08,topTweets
"Hard to miss a call worse than officials did on a Gobert goaltend of a Lillard drive and lay-in in final seconds of a brutal loss. Back-to-back at altitude in Utah, bench depleted <e2><80><94> just a hellacious end. Orlando on Thursday, Portland tonight. Sloppy run of NBA officiating.<e2><80><94> Adrian Wojnarowski (@wojespn) ",2020-02-08,topTweets
"An Antarctic base recorded a temperature of 64.9 degrees F. If confirmed, it's a record high.",2020-02-08,topNewsHeadlines
Report: White House Fires Alexander Vindman From NSC,2020-02-08,topNewsHeadlines
"Vindman, Sondland Removed As Trump Purges Impeachment Witnesses",2020-02-08,topNewsHeadlines
"Trump fires key impeachment witnesses Sondland, Lt. Col. Vindman in purge",2020-02-08,topNewsHeadlines
Antarctica just registered its hottest temperature ever,2020-02-08,topNewsHeadlines
Trump hotels charge Secret Service up to $650 per night while protecting him: report,2020-02-08,topNewsHeadlines
Television Star Robert Conrad Dies at 84,2020-02-08,topNewsHeadlines
"Pedestrian struck, killed by vehicle in Venice",2020-02-08,topNewsHeadlines
"Multiple US casualties in Afghanistan after attack during military mission, officials say",2020-02-08,topNewsHeadlines
James Carville is <e2><80><9c>scared to death<e2><80><9d> about whether Sanders and others can beat Trump,2020-02-08,topNewsHeadlines
4-year-old dies from flu after members of anti-vax Facebook group advise his mom to use thyme and elderberries instead of Tamiflu,2020-02-08,topNewsHeadlines
Orson Bean,2020-02-08,topTrendingOnSm
Locke and Key,2020-02-08,topTrendingOnSm
Tom Steyer,2020-02-08,topTrendingOnSm
#Blazers,2020-02-08,topTrendingOnSm
Horse Girl,2020-02-08,topTrendingOnSm
Lakers,2020-02-08,topTrendingOnSm
Barcelona,2020-02-08,topTrendingOnSm
Margot Robbie,2020-02-08,topTrendingOnSm
#XFL2020,2020-02-08,topTrendingOnSm
Phillip Schofield,2020-02-08,topTrendingOnSm
#UFC247,2020-02-08,topTrendingOnSm
"It<e2><80><99>s official! #Oscars https://t.co/nGCpd2Urhn<e2><80><94> The Academy (@TheAcademy) February 10, 2020Same arena. Same basket. Same dunk. 19 years apart. <f0><9f><92><9c><f0><9f><92><9b> https://t.co/fj7HRmqv3c<e2><80><94> Los Angeles Lakers (@Lakers) February 8, 2020Nailed it https://t.co/roqq0ohAP4<e2><80><94> Matthew A. Cherry (@MatthewACherry) February 10, 2020",2020-02-09,topTweets
Television Star Robert Conrad Dies at 84,2020-02-09,topNewsHeadlines
"2 U.S. troops killed, 6 wounded in attack in Afghanistan",2020-02-09,topNewsHeadlines
"Ed McGinty stages a viral, one-man anti-Trump protest in the GOP-heavy Florida town The Villages",2020-02-09,topNewsHeadlines
Robert Conrad Dead: 'Wild Wild West' Action Star Was 84,2020-02-09,topNewsHeadlines
Black teen who refused to cut his dreadlocks attends Oscars with creators of 'Hair Love' film,2020-02-09,topNewsHeadlines
Vanessa Bryant Shares Video of 7-Month-Old Daughter Learning to Stand,2020-02-09,topNewsHeadlines
"Wisconsin teacher allegedly calls Rush Limbaugh's cancer diagnosis 'awesome,' gets placed on leave",2020-02-09,topNewsHeadlines
How play is making a comeback in kindergarten classrooms,2020-02-09,topNewsHeadlines
"A teen stood up for a smaller student. Later the bully killed him, police say.",2020-02-09,topNewsHeadlines
Susan Collins gets death threats after vote to acquit Trump,2020-02-09,topNewsHeadlines
The FBI just moved white supremacist terrorism to the same threat level as ISIS,2020-02-09,topNewsHeadlines
Brad Pitt,2020-02-09,topTrendingOnSm
Laura Dern,2020-02-09,topTrendingOnSm
#Oscars,2020-02-09,topTrendingOnSm
#PowerTV,2020-02-09,topTrendingOnSm
#NationalPizzaDay,2020-02-09,topTrendingOnSm
#SexSoLoudThat,2020-02-09,topTrendingOnSm
Pete Davidson,2020-02-09,topTrendingOnSm
Tasha,2020-02-09,topTrendingOnSm
#LGBTQof2020,2020-02-09,topTrendingOnSm
#UFC247,2020-02-09,topTrendingOnSm
#AntifaTerrorists,2020-02-09,topTrendingOnSm
Derrick Lewis,2020-02-09,topTrendingOnSm
i love him https://t.co/9BkEcMJ5Uu<e2><80><94> alex (@soalexgoes) ,2020-02-10,topTweets
i ship it https://t.co/72i7ikeWp9<e2><80><94> Kate Halliwell (@katehalliwell) ,2020-02-10,topTweets
"Standing with Parasite crew, I got congratulated A LOT. Lol.<e2><80><94> John Cho (@JohnTheCho) ",2020-02-10,topTweets
Oscars 2020: Joaquin Phoenix Wins Best Actor For Joker,2020-02-10,topNewsHeadlines
Texas teen who refused to cut dreadlocks attends Oscars,2020-02-10,topNewsHeadlines
"Brad Pitt gets political with Oscars acceptance speech, jabs Senate for Trump impeachment acquittal",2020-02-10,topNewsHeadlines
"Trump budget would cut $4.4T in spending, boosting defense while slashing safety nets, foreign aid",2020-02-10,topNewsHeadlines
Trump's border wall construction is blasting through Native American burial sites,2020-02-10,topNewsHeadlines
DeAndre Arnold Wears Dreadlocks At Oscars For Hair Love,2020-02-10,topNewsHeadlines
Parasite makes Oscars history as first foreign language film to win best picture,2020-02-10,topNewsHeadlines
Gunman Who Allegedly Ambushed Cops Due in Court as Tension Between NYPD and Elected Officials Escalates,2020-02-10,topNewsHeadlines
"Barr announces sweeping new sanctions, 'significant escalation' against left-wing sanctuary cities",2020-02-10,topNewsHeadlines
"Army soldiers killed in Afghanistan attack identified, were part of special forces group",2020-02-10,topNewsHeadlines
"Catholic priest says ""pedophilia doesn't kill anyone,"" but bans 44 lawmakers from receiving communion because he says abortion does",2020-02-10,topNewsHeadlines
Eminem,2020-02-10,topTrendingOnSm
Laura Dern,2020-02-10,topTrendingOnSm
Joaquin Phoenix,2020-02-10,topTrendingOnSm
Jojo Rabbit,2020-02-10,topTrendingOnSm
Renee Zellweger,2020-02-10,topTrendingOnSm
New Hampshire primary,2020-02-10,topTrendingOnSm
Billie Eilish,2020-02-10,topTrendingOnSm
Philip Rivers,2020-02-10,topTrendingOnSm
Once Upon a Time in Hollywood,2020-02-10,topTrendingOnSm
Chrissy Metz,2020-02-10,topTrendingOnSm
Lying dog-faced pony soldier,2020-02-10,topTrendingOnSm
#Oscars,2020-02-10,topTrendingOnSm
"It<e2><80><99>s official! #Oscars https://t.co/yToYNDV9aL<e2><80><94> The Academy (@TheAcademy) February 10, 2020So for those of you who with a day job, here<e2><80><99>s what happened: Roger Stone gets recommended for 7-9 years for his crimes. Trump tweets that it<e2><80><99>s unfair. DOJ then intervenes to reduce the prison term, something that is literally never done. 3 prosecutors just resigned in protest.<e2><80><94> Brian Schatz (@brianschatz) ",2020-02-11,topTweets
The withdrawals and resignations of the four prosecutors in the Stone case are a sign that there are still men and women of integrity in our government.William Barr was the most corrupt Attorney General in American history by an order of magnitude.<e2><80><94> Rick Wilson (@TheRickWilson) ,2020-02-11,topTweets
William Barr looks at criminal charges for sanctuary cities,2020-02-11,topNewsHeadlines
DOJ expected to scale back Roger Stone's 'extreme' sentencing recommendation: official,2020-02-11,topNewsHeadlines
"Trump flies to Dover for Javier Gutierrez, Antonio Rodriguez dignified transfer",2020-02-11,topNewsHeadlines
"At rally, Trump supporters find someone new to 'lock up'",2020-02-11,topNewsHeadlines
#Nasabroom: What really causes your broom to stand upright,2020-02-11,topNewsHeadlines
Prosecutors quit amid escalating Justice Dept. fight over Roger Stone<e2><80><99>s prison term,2020-02-11,topNewsHeadlines
Trump proposes end to student loan forgiveness program in 2021 budget,2020-02-11,topNewsHeadlines
Native burial sites blown up for US border wall,2020-02-11,topNewsHeadlines
Andrew Yang Ends His 2020 Presidential Campaign : NPR,2020-02-11,topNewsHeadlines
Bigger than Vindman: Trump scrubs 70 Obama holdovers from NSC,2020-02-11,topNewsHeadlines
Jussie Smollett indicted on 6 counts for allegedly lying to police about attack claims,2020-02-11,topNewsHeadlines
Rebecca Black,2020-02-11,topTrendingOnSm
#WestminsterDogShow2020,2020-02-11,topTrendingOnSm
Roger Stone,2020-02-11,topTrendingOnSm
NASA,2020-02-11,topTrendingOnSm
Dixville Notch,2020-02-11,topTrendingOnSm
Dwyane Wade,2020-02-11,topTrendingOnSm
Janet Jackson,2020-02-11,topTrendingOnSm
Philip Rivers,2020-02-11,topTrendingOnSm
Rage Against the Machine,2020-02-11,topTrendingOnSm
Suns vs Lakers,2020-02-11,topTrendingOnSm
Iowa and New Hampshire,2020-02-11,topTrendingOnSm
Broom standing up,2020-02-11,topTrendingOnSm
"this is so wholesome https://t.co/SVUBldXgQ3<e2><80><94> craft (@nutsacks) February 11, 2020This is offensive and dangerous. Stop perpetuating this gross myth. Not every union member has union healthcare plans that protect them. Those that do have it, have to fight like hell to keep it. If you believe in Labor then you<e2><80><99>d understand an injury to one is an injury to all. https://t.co/vOSOT037zF<e2><80><94> Sara Nelson (@FlyingWithSara) ",2020-02-12,topTweets
How has House Judiciary not delivered a subpoena and a demand Barr appear yet?<e2><80><94> Rick Wilson (@TheRickWilson) ,2020-02-12,topTweets
Prosecutors quit amid escalating Justice Dept. fight over Roger Stone<e2><80><99>s prison term,2020-02-12,topNewsHeadlines
Fast radio burst: A mysterious deep space FRB is sending signals to Earth every 16 days,2020-02-12,topNewsHeadlines
Sophie Turner Is Pregnant With Her and Joe Jonas' First Child,2020-02-12,topNewsHeadlines
Bernie Sanders wins the New Hampshire Democratic primary,2020-02-12,topNewsHeadlines
"Barr takes control of legal matters of interest to Trump, including Stone sentencing",2020-02-12,topNewsHeadlines
"Bernie Sanders wins New Hampshire primary, making him the frontrunner",2020-02-12,topNewsHeadlines
Sen. Blumenthal: Attorney General Barr should resign,2020-02-12,topNewsHeadlines
Robert Irwin Looks Exactly Like Late Dad Steve in New Photo,2020-02-12,topNewsHeadlines
"South Carolina girl, 6, vanishes after getting off school bus",2020-02-12,topNewsHeadlines
Ancient Native American burial site blasted for Trump border wall construction,2020-02-12,topNewsHeadlines
Trump Says Military May Consider Discipline for Ousted Aide Vindman,2020-02-12,topNewsHeadlines
Mel Tucker,2020-02-12,topTrendingOnSm
JetBlue,2020-02-12,topTrendingOnSm
Tom Steyer,2020-02-12,topTrendingOnSm
Jennifer Aniston,2020-02-12,topTrendingOnSm
Amir Riep,2020-02-12,topTrendingOnSm
Andrew Yang,2020-02-12,topTrendingOnSm
Samsung,2020-02-12,topTrendingOnSm
Dwyane Wade,2020-02-12,topTrendingOnSm
Ashley Judd,2020-02-12,topTrendingOnSm
Jay Bouwmeester,2020-02-12,topTrendingOnSm
Sophie Turner,2020-02-12,topTrendingOnSm
John Ambrose,2020-02-12,topTrendingOnSm
Album Title https://t.co/ycs4ZSHqaM<e2><80><94> The Weeknd (@theweeknd) ,2020-02-13,topTweets
"The degree to which Michael Bloomberg is using his fortune to fundamentally alter & manipulate U.S. politics to his personal advantage extends way beyond ads. I've worked against him, covered him as a journalist & worked with his top aides. Here<e2><80><99>s their playbook: (1/17)<e2><80><94> Blake Zeff (@blakezeff) ",2020-02-13,topTweets
"When you stop violating the rights and liberties of all New Yorkers, we will stand down. Until then, we have a duty and responsibility to defend the Constitution and the rule of law. BTW, I file the lawsuits, not the Governor. https://t.co/tsOLeEgiQp<e2><80><94> NY AG James (@NewYorkStateAG) ",2020-02-13,topTweets
WATCH LIVE: Officials call sudden news conference to share update on missing S.C. 6-year-old,2020-02-13,topNewsHeadlines
"Video shows Faye Swetlik, missing girl, getting off school bus",2020-02-13,topNewsHeadlines
Missing 6-year-old girl in South Carolina found dead,2020-02-13,topNewsHeadlines
"Trump doubles Obama's 2012 vote total in New Hampshire, signaling fired up base",2020-02-13,topNewsHeadlines
Judge Sentences Roger Stone to House Arrest in Susan Collins<e2><80><99>s Home,2020-02-13,topNewsHeadlines
Ancient Native American burial site blasted for Trump border wall construction,2020-02-13,topNewsHeadlines
Senate passes resolution to limit Trump<e2><80><99>s power to order military action against Iran,2020-02-13,topNewsHeadlines
The Backstreet Boys Want To Tour With *NSYNC,2020-02-13,topNewsHeadlines
Virginia House passes bill to award electoral votes to whoever wins the popular vote,2020-02-13,topNewsHeadlines
Ellen Gives Perfect Attendance Student a Pencil Her Classmates Can<e2><80><99>t Take,2020-02-13,topNewsHeadlines
"Paul English, Willie Nelson's Longtime Drummer, Dead at 87",2020-02-13,topNewsHeadlines
